Warehouse Location,Stock Number,Nomenclature,CIC,UI,ERRC,DOLT,DOLI,Dead Loc Flag,Serv Balance,IEX,Demand Level,SLC,Unit Price,Details
17A001P054,5330010063679SX,SEAL,U,EA,XB3,2019274,2019283,,2,,2,0,$3.01,
17A001P055,5305013533625SX,BOLT,U,EA,XB3,2020029,2019283,,95,,83,0,$0.78,1
17A001P062,5331013871231,PACKING,U,EA,XB3,2019280,2019283,,27,,20,0,$2.23,1
17A001P064,5325002150457SX,"STUD ASSY, 26S8-16",U,EA,XB3,2019288,2019288,,21,,29,0,$1.44,1
17A001P066,5315009037880SX,PIN,U,EA,XB3,2020162,2019283,,8,,8,0,$11.28,1
17A001P067,6240001557851SX,"LAMP, INCANDESCENT",U,EA,XB3,2020065,2019283,,41,,54,0,$0.35,1
17A001P074,6240014564796SX,"LAMP, INCANDESCENT",U,EA,XB3,2020129,2019283,,2,,2,0,$223.77,
17A001P081,5935200023692BA,"CONNECTOR,RECEPTACL",U,EA,XB3,2020168,2019283,,1,,0,0,"$4,909.00",
17A001P083,3120013255864,BUSHING,U,EA,XB3,2019274,2019283,,4,,0,0,$63.09,
17A001Q002,4730013641526BA,"NUT,TUBE COUPLING",U,EA,XB3,2020168,2019283,,1,,0,0,$14.18,1
17A001Q003,4730013677913BA,"NUT,TUBE COUPLING",U,EA,XB3,2020168,2019283,,3,,3,0,$28.79,
17A001Q004,1680014480651BA,"PAD,CUSHIONING",U,EA,XB3,2020168,2019283,,1,,1,0,$9.00,
17A001Q005,4730013582437BA,"ADAPTER,STRAIGHT,TU",U,EA,XB3,2020168,2019283,,2,,0,0,$28.80,
17A001Q006,4730014444935BA,"COUPLING,TUBE",U,EA,XB3,2020168,2019283,,3,,0,0,$149.73,
17A001Q007,4030014646933BA,"LATCH,SAFETY,HOOK",U,EA,XB3,2020168,2019283,,2,,0,0,$69.00,
17A001Q009,3040014680211BA,"WEIGHT,COUNTERBALAN",U,EA,XB3,2020168,2019283,,2,,0,0,$215.00,
17A001Q010,4730014113955BA,"CLAMP,HOSE",U,EA,XB3,2020168,2019283,,2,,0,0,$3.30,
17A001Q011,4730014736612BE,"SLEEVE,CLINCH,TUBE",U,EA,XB3,2020168,2019283,,4,,0,0,$16.11,
17A001Q013,3110014199196BA,"COLLAR,BEARING",U,EA,XB3,2020168,2019283,,2,,2,0,$1.01,
17A001Q014,4730014960400BA,"COUPLING HALF,SELF-",U,EA,XB3,2020168,2019283,,2,,0,0,$216.16,
17A001Q015,5330005805327SX,ER OD .516IN PID .2,U,PG,XB3,2019274,2019283,,7,,0,0,$7.53,
17A001Q016,5305002071787SX,SCREW THRD LGTH 0.3,U,HD,XB3,2020092,2019284,,1,,1,0,$11.42,
17A001Q017,5355014213684BA,KNOB,U,EA,XB3,2020168,2019283,,1,,0,0,$27.14,
17A001Q018,1560015047382BA,"FORMER,AIRCRAFT",7,EA,XB3,2020168,2019283,,13,,0,0,$79.19,1
17A001Q019,1560015047381BA,"FORMER,AIRCRAFT",7,EA,XB3,2020168,2019283,,15,,0,0,$107.98,
17A001Q020,4730014557313BA,"COUPLING HALF,QUICK",U,EA,XB3,2020168,2019283,,3,,0,0,$836.54,1
17A001Q021,1560014712714BA,"SUPPORT,STRUCTURAL",U,EA,XB3,2020168,2019283,,4,,0,0,$89.00,
17A001Q022,5940014752690BA,TERMINAL JUNCTION B,U,EA,XB3,2020168,2019283,,5,,0,0,$17.95,
17A001Q023,5320013913609BA,"RIVET,BLIND",U,EA,XB3,2020168,2019283,,30,,0,0,$50.00,1
17A001Q024,4730013697414BA,"COUPLING BODY,TUBE",U,EA,XB3,2020168,2019283,,2,,0,0,$21.33,
17A001Q025,5310014661509BA,"NUT,SELF-LOCKING,EX",U,EA,XB3,2020168,2019283,,5,,0,0,$14.70,
17A001Q026,5305014841786BA,"SCREW, CLOSE TOLERA",U,EA,XB3,2020168,2019283,,22,,22,0,$2.78,1
17A001Q027,1680014173359BA,"WEAR PLATE,AIRCRAFT",U,EA,XB3,2020168,2019283,,2,,0,0,$36.00,
17A001Q028,5310010737026SX,"NUT,SELF-LOCK,EXTEN",U,EA,XB3,2019284,2019284,,20,,28,0,$2.02,2
17A001Q029,5940013609647BA,TERMINAL JUNCTION B,U,EA,XB3,2020168,2019283,,7,,0,0,$4.43,
17A001Q031,5305014360792BA,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020168,2019283,,20,,20,0,$9.78,
17A001Q032,5330004814508UC,RETAINER SEAL PYLON,U,EA,XB3,2019274,2019283,,1,,0,0,$111.56,
17A001Q033,5310013414750BA,"WASHER,RECESSED",U,EA,XB3,2020168,2019283,,10,,0,0,$1.10,1
17A001Q035,5305013343556BA,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020168,2019283,,180,,153,0,$1.39,2
17A001Q036,5940013609646BA,TERMINAL JUNCTION B,U,EA,XB3,2020168,2019283,,7,,0,0,$13.80,
17A001Q037,5310014244415BA,"WASHER,FLAT",U,EA,XB3,2020168,2019283,,1,,0,0,$2.60,
17A001Q038,5306009474247,BOLTMACHINE,U,EA,XB3,2020042,2019283,,10,,10,0,$3.14,1
17A001Q040,5310014459382SX,WASHER/NAS1149D1290,U,EA,XB3,2019201,2019283,,19,,5,0,$0.23,
17A001Q041,5340003773314NY,BRACKET 7003M35G03,U,EA,XB3,2019322,2019283,,7,,0,0,$59.25,
17A001Q043,5310012427449SX,"WASHER,FLAT",U,EA,XB3,2020034,2019288,,229,,1,0,$0.11,
17A001Q045,6240010570964SX,"LAMO,INCANDESCENT",U,EA,XB3,2020071,2019283,,42,,44,0,$9.73,1
17A001Q048,6240011136412SX,"LAMP,INDESCENT",U,EA,XB3,2019274,2019283,,3,,11,0,$0.74,
17A001Q050,6240005193399SX,LAMP,U,EA,XB3,2019274,2019283,,2,,0,0,$0.63,
17A001Q054,5330014335068BA,SEAL,U,EA,XB3,2020168,2019283,,2,,0,0,$350.00,
17A001Q061,5330005821540SX,"RETAINER, PACKING",U,EA,XB3,2019274,2019283,,12,,0,0,$0.73,
17A001Q062,6610002787483UC,BOTTLE 9605,U,EA,XB3,2019353,2019283,,1,,1,0,"$1,366.95",
17A001Q071,3040013730619BA,"CONNECTING LINK,RIG",U,EA,XB3,2020168,2019283,,2,,0,0,$94.00,
17A001Q073,4730014522952BA,"INSERT,TUBE FITTING",U,EA,XF3,2020168,2019283,,1,,0,0,$225.00,
17A001Q074,3110014284209BA,"BEARING,ROLLER,TRAC",U,EA,XB3,2020168,2019283,,4,,0,0,$78.59,
17A001Q075,5330005835551NY,GASKET,U,EA,XB3,2019274,2019283,,13,,1,0,$10.68,1
17A001Q076,4730014444876BA,"COUPLING,TUBE",U,EA,XB3,2020168,2019283,,1,,1,0,$88.90,
17A001Q081,4730013381160BE,"CLAMP,HOSE",U,EA,XB3,2020168,2019283,,4,,0,0,$2.94,
17A001Q082,4710014789130BA,"TUBE AND FITTINGS,M",U,EA,XB3,2020168,2019283,,1,,0,0,$142.00,
17A001Q084,4730013774269BA,"NUT ASSEMBLY,TUBE C",U,EA,XB3,2020168,2019283,,2,,0,0,$267.45,
17A001Q085,1560014889155BA,"DOOR,AIRCRAFT",7,EA,XB3,2020168,2019283,,1,,0,0,$650.00,
17A001R001,3110013369938BA,"BEARING,ROLLER,TRAC",U,EA,XB3,2020168,2019283,,2,,0,0,$71.05,
17A001R002,1680014480663BA,"PAD,CUSHIONING",U,EA,XB3,2020168,2019283,,2,,1,0,$33.72,
17A001R003,5305010785086SX,SCREW NAS1153-27,U,EA,XB3,2020153,2019288,,1,,1,0,$1.38,1
17A001R004,1560008465400UC,LUG 4J63215-101A,U,EA,XB3,2020042,2019283,,10,,0,0,$14.02,
17A001R006,1680013912062BA,"COVER,SEAT FRAME,AI",U,EA,XB3,2020168,2019283,,2,,2,0,$250.81,
17A001R007,5305013650399SX,SCREW,U,EA,XB3,2019274,2019283,,1,,0,0,$51.00,
17A001R008,4730013677914BA,"NUT,TUBE COUPLING",U,EA,XB3,2020168,2019283,,2,,3,0,$45.33,
17A001R009,5305004616934SX,BOLT NAS1299-3-3,U,EA,XB3,2020002,2019283,,132,,100,0,$1.82,
17A001R010,5935015484065UC,"BACKSHELL, ELECTRIC",U,EA,XB3,2020155,2019283,,14,,0,0,$123.32,
17A001R011,1680013709869BA,"HANDLE, DOOR, TROOP",U,EA,XB3,2020168,2019283,,2,,0,0,$30.00,
17A001R012,5325006395054SX,STUD TURNLOCK .783,U,EA,XB3,2020135,2019283,,11,,16,0,$2.48,1
17A001R014,4730014564324BA,"FERRULE,SWAGE,TUBE",U,EA,XB3,2020168,2019283,,1,,0,0,$143.00,1
17A001R015,4730013892184BA,"TEE,TUBE",U,EA,XB3,2020168,2019283,,2,,0,0,$49.00,
17A001R016,4730014544091BA,"COUPLING,TUBE",U,EA,XB3,2020168,2019283,,2,,0,0,$274.21,
17A001R017,1560014618373BA,"LINER,ARMOR,SUPPLEM",U,EA,XB3,2020168,2019283,,1,,1,0,$538.00,
17A001R018,1680013568794BA,"LINK ASSEMBLY,RAMP",U,EA,XF3,2020168,2019283,,1,,0,0,$439.30,
17A001R021,1560014540231BA,"FAIRING,WING,AIRCRA",U,EA,XB3,2020168,2019283,,2,,0,0,$100.00,
17A001R022,1560014776951BA,"BRACKET,STRUCTURAL",U,EA,XF3,2020168,2019283,,2,,0,0,$304.85,
17A001R024,4730013441692BA,"ADAPTER,STRAIGHT,TU",U,EA,XB3,2020168,2019283,,4,,0,0,$49.75,
17A001R025,4730013636951BA,"FERRULE,BRAZING,TUB",U,EA,XB3,2020168,2019283,,2,,0,0,$25.98,
17A001R027,5940013602613BA,"PANEL,STRUCTURAL,AI",U,EA,XB3,2020168,2019283,,7,,0,0,$9.27,
17A001R029,5306014194468BA,"BOLT,CLOSE TOLERANC",U,EA,XB3,2020168,2019283,,1,,0,0,$150.00,
17A001R030,5935013614195BA,"ADAPTER,CABLE CLAMP",U,EA,XB3,2020168,2019283,,2,,0,0,$216.25,
17A001R031,5935013756623BA,"JACK,TELEPHONE",U,EA,XB3,2020168,2019283,,9,,0,0,$11.66,
17A001R032,5310013653122BA,"WASHER,RECESSED",U,EA,XB3,2020168,2019283,,2,,0,0,$4.89,
17A001R033,5945013578037BA,"RELAY,ELECTROMAGNET",U,EA,XB3,2020168,2019283,,2,,2,0,$79.00,
17A001R045,5306005002155SX,"BOLT ,SHEAR",U,EA,XB3,2019274,2019283,,2,,0,0,$5.08,
17A001R048,5310011834033SX,"NUT SPACER,PLATE",U,EA,XB3,2020108,2019283,,294,,0,0,$1.06,
17A001R059,5305012510778SX,SCREW,U,EA,XB3,2019274,2019283,,40,,36,0,$1.65,1
17A001R062,5330014482171KT,GASKET 2873-400,U,EA,XB3,2020034,2019283,,5,,5,0,$35.25,1
17A001R065,5365013496192SX,SHIM,U,EA,XB3,2019274,2019283,,6,,6,0,$2.44,
17A001R075,5306005053277SX,"BOLT,SHEAR",U,EA,XB3,2019274,2019283,,4,,0,0,$18.24,
17A001R077,3040013586320BA,"CONNECTING LINK,RIG",U,EA,XB3,2020168,2019283,,2,,0,0,$172.56,
17A001R083,5320002883617SX,PIN-RIVET,U,EA,XB3,2020092,2019283,,7,,7,0,$1.82,1
17A001R085,5315006197976SX,PIN COTTER FFP386,U,HD,XB3,2020033,2019283,,3,,1,0,$18.28,1
17A001S001,5331013875990,O-RING,U,EA,XB3,2020034,2019283,,3,,5,0,$19.43,1
17A001S002,5320012707364SX,RIVET CR3552-5-3,U,HD,XB3,2019274,2019283,,1,,1,0,$85.72,1
17A001S003,5340015280541,"DAMPER,SENSOR",U,EA,XB3,2019304,2019283,,15,,0,0,$238.41,
17A001S004,6150014766461BA,"BUS,CONDUCTOR",U,EA,XB3,2020168,2019283,,1,,0,0,$465.00,
17A001S005,5331005262486SX,O-RING,U,EA,XB3,2019274,2019283,,9,,0,0,$0.65,1
17A001S006,5342001517067HQ,COUPLING 34J20-400,U,EA,XB3,2019274,2019283,,1,,1,0,$55.52,
17A001S007,5306014378720SX,BOLT,U,EA,XB3,2019274,2019283,,3,,0,0,$11.90,
17A001S008,5330007279170RV,PACKING 389114,U,EA,XB3,2019274,2019283,,22,,9,0,$2.98,1
17A001S009,5305003384968SX,SCREW NAS1624-17,U,EA,XB3,2020162,2019283,,26,,26,0,$2.10,1
17A001S010,5330010765707SX,PKG PRE NAS1593-134,U,EA,XB3,2019274,2019283,,6,,1,0,$1.23,
17A001S011,5945013614286EH,"RELAY,ELECTROMAGNET",U,EA,XB3,2020162,2019283,,1,,1,0,$140.20,
17A001S012,5310011269667SX,"NUT,SELF-LOCKING",U,EA,XB3,2020168,2019283,,6,,3,0,$13.36,1
17A001S013,5310013678955SX,WASHER LS5984D06L,U,EA,XB3,2019274,2019283,,23,,17,0,$0.28,
17A001S014,5940013619095EH,TERMINAL LUG,U,EA,XB3,2019274,2019283,,6,,10,0,$0.95,
17A001S015,5970008996651EH,INSULATION SLEEVING,U,FT,XB3,2020061,2019284,,1,4,1,0,$0.84,1
17A001S017,5305009562432SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019274,2019283,,4,,14,0,$0.70,
17A001S021,5305010590216SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020181,2019283,,158,,158,0,$1.30,4
17A001S024,5310014453663SX,WASHER FLAT,U,EA,XB3,2019308,2019283,,207,,190,0,$64.90,1
17A001S026,4010000078819,CHAIN RR-C-271,U,EA,XB3,2018213,2019283,,5,,0,0,$0.20,
17A001S027,5305012195945SX,"SCREW, CLOSE TOLERA",U,EA,XB3,2019274,2019283,,4,,15,0,$0.93,
17A001S028,5310000366797SX,"WASHER,FLAT",U,EA,XB3,2019280,2019283,,50,,33,0,$0.05,1
17A001S029,5305004841621SX,SCREW,U,EA,XB3,2020163,2019288,,92,,2,0,$0.12,
17A001S035,5310004767367,"WASHER,RECESSED",U,EA,XB3,2019318,2019283,,41,,41,0,$0.14,2
17A001S054,5940011258266EH,SPLICE CONDUCTOR,U,EA,XB3,2019288,2019288,,245,,177,0,$0.88,
17A001S055,6240011033081SX,"LAMP,INCANDESCENT",U,EA,XB3,2019274,2019283,,6,,0,0,$3.51,
17A001S056,5305013638844SX,BOLTS,U,EA,XB3,2020025,2019283,,38,,38,0,$10.94,1
17A001S058,5305011889639SX,BOLT,U,EA,XB3,2019308,2019283,,16,,11,0,$1.68,1
17A001S065,5310009618433SX,"WASHER,FLAT",U,HD,XB3,2020042,2019283,,2,,6,0,$5.26,1
17A001S069,6150007226450,JUMPER MS25083-2BB6,U,PG,XB3,2020062,2019283,,1,,1,0,$3.04,
17A001S072,5305012163996SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019274,2019283,,6,,14,0,$3.82,
17A001S075,5325002986564,"RING,ING ID .221IN",U,PG,XB3,2019274,2019283,,1,,1,0,$1.92,
17A001S079,5305006394672,SCREW,U,EA,XB3,2020129,2019283,,162,,162,0,$0.36,1
17A001S080,5306013367547SX,"BOLT,SHEAR",U,EA,XB3,2019274,2019283,,4,,8,0,$2.93,
17A001S083,5310010097195SX,"WASHER, FLAT",U,EA,XB3,2019274,2019283,,5,,5,0,$1.44,
17A001S084,5305011733576SX,"SCREW, CLOSE TOLERA",U,EA,XB3,2020071,2019283,,5,,2,0,$1.44,
17A001S085,5305013271509SX,"SCREW,CLOSE",U,EA,XB3,2020162,2019288,,35,,35,0,$2.62,1
17A001T001,5310009840388SX,RE 21 REDUCTION INI,U,EA,XB3,2020162,2019283,,12,,12,0,$0.45,1
17A001T002,5310009480856SX,WASHER 61313-6,U,EA,XB3,2019308,2019283,,37,,26,0,$0.22,1
17A001T003,1560000880751UC,TORSION BAR ASSEMBL,U,EA,XB3,2019274,2019283,,10,,0,0,$58.18,
17A001T004,5331004142807SX,"PACKING,PREFORMED",U,EA,XB3,2020092,2019283,,21,,19,0,$1.00,
17A001T005,1650002203243UC,KIT PARTS 891K118,U,EA,XB3,2020007,2019283,,1,,0,0,$57.27,
17A001T006,5305004693662SX,SCREW,U,EA,XB3,2020164,2019283,,187,,1,0,$0.64,
17A001T007,5310004767366SX,"WASHER,RECESSED",U,EA,XB3,2020056,2019288,,60,,52,0,$0.17,
17A001T008,6220009461116SX,LAMP ASSY 4277-304,U,EA,XB3,2020125,2019283,,16,,0,0,$111.82,
17A001T011,3110000423853,"BEARING, BALL, AIRF",U,EA,XB3,2019274,2019283,,1,,1,0,$37.15,
17A001T012,5320010846090,RIVET BLIND,U,PG,XB3,2020121,2019288,,19,,20,0,$12.50,2
17A001T013,6685012281296SX,PRESSURE GAGE J6246,U,EA,XB3,2019274,2019283,,2,,0,0,$13.66,
17A001T015,5940004114148EH,TERMINAL A2351-1,U,EA,XB3,2019274,2019283,,71,,0,0,$1.00,
17A001T021,5330015340273BA,"SEAL,NONMETALLIC SP",U,EA,XB3,2020168,2019284,,1,,0,0,$134.00,
17A001T022,5925013582662EH,CIRCUIT BREAKER,U,EA,XB3,2020169,2019283,,6,,1,0,$17.17,1
17A001T025,5306011308993KT,BOLT,U,EA,XB3,2020157,2019283,,2,,2,0,$0.22,
17A001T026,5325008830945SX,FASTENER,U,EA,XB3,2020036,2019283,,2,,2,0,$2.78,
17A001T028,5340013376265SX,"CATCH, FLUSH",U,EA,XB3,2019296,2019283,,0,,0,0,$205.47,1
17A001T030,5305013596941SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020183,2019288,,182,,182,0,$3.31,2
17A001T035,5365001044750SX,SHIM,U,EA,XB3,2019274,2019283,,11,,6,0,$0.83,
17A001T040,5315008556805SX,PIN COTTER 28564,U,HD,XB3,2019335,2019283,,4,,2,0,$20.89,
17A001T041,5331004142701,O-RING,U,EA,XB3,2019318,2019284,,11,,8,0,$3.66,
17A001T048,5310013347938SX,"NUT,SELF-LOCKING,PL",U,EA,XB3,2020178,2019288,,6,,36,0,$1.20,3
17A001T049,5331009425120SX,O-RING MS9068-024,U,EA,XB3,2019225,2019283,,4,,4,0,$0.26,
17A001T051,5310000703277SX,INTERCONNEC 42420-1,U,EA,XB3,2019274,2019283,,47,,19,0,$0.11,1
17A001T055,5310008071477SO,NUT H14-6,U,EA,XB3,2020044,2019283,,156,,83,0,$0.45,2
17A001T062,4730011465900SX,"CLAMP, HOSE",U,EA,XB3,2020169,2019283,,13,,12,0,$1.46,1
17A001T064,5310010583984SX,"NUT,SELF-LOCKING,EX",U,EA,XB3,2019274,2019283,,8,,18,0,$2.00,1
17A001T067,5365014107128SX,"SPACER,RING 262259",U,EA,XB3,2019274,2019283,,2,,2,0,$19.07,
17A001T068,5305013219859SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019274,2019283,,11,,11,0,$5.80,
17A001T071,5306010585369SX,"BOLT,SHE",U,EA,XB3,2019274,2019283,,15,,10,0,$0.51,1
17A001T073,5305013650398SX,SCREW,U,EA,XB3,2019274,2019283,,14,,0,0,$13.97,
17A001T075,5306011985563,BOLT BACB30LM3-3,U,EA,XB3,2019308,2019283,,42,,42,0,$0.68,1
17A001T076,5305014663801SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019274,2019283,,10,,10,0,$2.37,
17A001T081,5305011876081SX,SCREW IR,U,EA,XB3,2019280,2019283,,61,,42,0,$1.94,1
17A001T084,5310013529577,"WASHER, HD .164 IN/",U,HD,XB3,2019274,2019283,,3,,1,0,$0.96,1
17A001T085,5330013985033,"S11065-8-1,RING WIP",U,EA,XB3,2019274,2019283,,2,,2,0,$9.76,
17A001U001,5320012329841SX,"RIVOT, BLIND",U,EA,XB3,2020007,2019284,,418,,440,0,$0.23,1
17A001U002,5305004293644SX,MOUNT BOLT,U,EA,XB3,2019274,2019283,,108,,45,0,$2.62,
17A001U003,5306011715308SX,"BOLT,SHEAR",U,EA,XB3,2019274,2019283,,6,,4,0,$3.29,
17A001U004,5320015392311BA,PIN-RIVET,U,EA,XB3,2020168,2019283,,0,,0,0,$7.91,1
17A001U005,5330015287392,GASKET,U,EA,XB3,2019274,2019283,,28,,0,0,$144.52,1
17A001U013,5305011854645SX,"SCREW,IR",U,EA,XB3,2019308,2019283,,26,,19,0,$2.86,1
17A001U015,1560004221796UC,"COVER,GUSSET 4F5422",U,EA,XB3,2020174,2019283,,2,,1,0,$348.96,
17A001U016,5306013032253,"BOLT,SHEAR NAS6606H",U,EA,XB3,2020162,2019283,,8,,1,0,$2.47,
17A001U017,5340015343430,"CATCH, FLUSH",U,EA,XB3,2020100,2019283,,7,,1,0,$66.64,
17A001U018,5340014873596TG,"CATCH, FRICTION",U,EA,XB3,2020109,2019283,,2,,0,0,$167.31,
17A001U020,4730001870881SX,"ADAPTER, STRAIGHTER",U,EA,XB3,2020092,2019283,,9,,2,0,$6.07,
17A001U021,5306012344734SX,BOLTS,U,EA,XB3,2020183,2019283,,83,,83,0,$0.99,1
17A001U022,4730002776371GC,"LOCKNUT,TUBE FITTIN",U,EA,XB3,2020183,2019283,,0,,0,0,$0.87,
17A001U023,1560013453302SX,FITTING STRUCTURUAL,U,EA,XB3,2020009,2019283,,2,,0,0,$123.38,
17A001U024,5310002837522SX,NUT SELF-LOCKIN ST3,U,EA,XB3,2020126,2019283,,1,,1,0,$3.45,
17A001U025,5340006790052SX,"RING, DOOR, FLUSH",U,EA,XB3,2020162,2019283,,1,,1,0,$448.42,
17A001U026,5306010574275SX,"BOLT,SHE",U,EA,XB3,2020183,2019283,,15,,15,0,$0.61,1
17A001U032,1680014798828BA,"PAD,CUSHIONING",U,EA,XB3,2020168,2019283,,1,,1,0,$31.25,
17A001U039,5305011991333SX,SCREW,U,EA,XB3,2019288,2019288,,66,,97,0,$0.79,1
17A001U041,5365014759197BA,WASHER,U,EA,XB3,2020168,2019283,,1,,1,0,$95.00,
17A001U044,5340000203123SX,SNAP HOOK,U,EA,XB3,2019307,2019283,,3,,2,0,$1.66,
17A001U045,5306002861355SX,"BOLT,MACHINE",U,EA,XB3,2019274,2019283,,6,,2,0,$1.13,
17A001U053,5970007025847EH,WASHER NAS549H10,U,EA,XB3,2016275,2019283,,11,,0,0,$0.18,
17A001U067,5305011377029SX,"SCREW,MACHINE",U,EA,XB3,2020015,2019283,,70,,40,0,$0.64,1
17A001U070,5342009166533SX,TIEDOWN,U,EA,XB3,2019331,2019283,,3,,1,0,$12.48,
17A001U073,6240013613499SX,"LAMP,INCAND",U,EA,XB3,2020065,2019283,,23,,44,0,$0.88,1
17A001U074,5305008499586SX,SCREW NAS1100-3-16,U,EA,XB3,2020162,2019288,,75,,82,0,$0.16,1
17A001U075,5340002904532SX,BUTTON PLUG SS48155,U,EA,XB3,2020113,2019283,,16,,3,0,$0.74,
17A001U078,5305013214168SX,SCREW NAS1633-16D,U,EA,XB3,2019274,2019283,,1,,0,0,$8.77,
17A001U082,5305006851439SX,SCREW TOLERANCE CLO,U,EA,XB3,2020183,2019283,,19,,19,0,$1.09,
17A001U084,5305008212839SX,SCREW NAS1153-8,U,EA,XB3,2020171,2019283,,101,,87,0,$0.11,1
17A001U085,5306005957399SX,BOLT 4P00003-103A,U,EA,XB3,2019274,2019283,,18,,0,0,$16.21,
17A001V002,5310004891340SX,NUT STSCD006-08,U,EA,XB3,2020162,2019283,,7,,7,0,$7.84,2
17A001V004,5935015232595,BACKSHELL,U,EA,XB3,2019274,2019283,,53,,0,0,$257.94,
17A001V005,5310012926207SX,WASHER LS5984D3L,U,EA,XB3,2020043,2019288,,804,,13,0,$0.06,
17A001V006,5305009994088SX,SCRW NAS1635-06-14P,U,EA,XB3,2020162,2019283,,70,,70,0,$0.26,1
17A001V009,1560014619664BA,"LINER,ARMOR,SUPPLEM",U,EA,XB3,2020168,2019283,,4,,1,0,$498.00,
17A001V010,5945014395038EH,RELAY M83536-16-022,U,EA,XB3,2020156,2019283,,1,,1,0,$75.93,1
17A001V011,1560014618675BA,"LINER,ARMOR,SUPPLEM",U,EA,XB3,2020168,2019283,,1,,1,0,$192.50,
17A001V013,5935015161169BA,"CONNECTOR,RECEPTACL",U,EA,XB3,2020168,2019284,,2,,0,0,$200.18,
17A001V016,5306010983797SX,BOLT,U,EA,XB3,2019274,2019283,,1,,0,0,$2.39,
17A001V017,5320015156336BA,PIN-RIVET,U,EA,XB3,2020168,2019283,,33,,0,0,$8.10,
17A001V018,5315008151405SX,PIN COTTR AN380C2-2,U,HD,XB3,2020183,2019283,,6,,6,0,$11.62,3
17A001V020,5325004953371SX,FAST 94F1032-06,U,EA,XB3,2020007,2019283,,3,,2,0,$1.77,1
17A001V021,1560008694363UC,LUG/HINGE PG=2EA,U,PG,XB3,2020062,2019288,,5,,5,0,$103.58,
17A001V022,5305010802090SX,SCREW SHOULDER,U,EA,XB3,2020002,2019283,,1,,1,0,$70.10,
17A001V023,5310000818087,"NUT,SELF NORTS 0.13",U,HD,XB3,2020002,2019284,,1,,1,0,$15.52,1
17A001V030,5305012633708SX,BOLT,U,EA,XB3,2020043,2019283,,42,,42,0,$2.96,
17A001V032,4730008339538SX,BOLT 4J63201-101A,U,EA,XB3,2019274,2019283,,1,,1,0,$477.98,
17A001V033,5305009435295SX,RE 21 REDUCTION INI,U,EA,XB3,2020170,2019283,,337,,357,0,$0.28,
17A001V034,5935010187277EH,CONNECTOR,U,EA,XB3,2020164,2019283,,3,,0,0,$39.41,
17A001V037,5935012577026EH,ADAPTER MS3152-14,U,EA,XB3,2019274,2019283,,1,,0,0,$5.25,
17A001V039,5306010580744SX,BOLT  NAS6204-1,U,EA,XB3,2018274,2019283,,72,,0,0,$0.23,1
17A001V042,5310007814009SX,WASHER FLAT,U,EA,XB3,2019179,2019283,,231,,400,0,$0.20,1
17A001V045,5305004086526SX,SCREW MS18065-7,U,EA,XB3,2020178,2019288,,18,,1,0,$1.37,
17A001V046,5935013569290BA,"CLAMP,CABLE,ELECTRI",U,EA,XB3,2020168,2019283,,2,,0,0,$27.71,
17A001V047,5310010942887SX,NUT,U,EA,XB3,2019335,2019283,,15,,24,0,$4.41,1
17A001V049,5310014900119FZ,"WASHER, FLAT",U,EA,XB3,2020129,2019283,,88,,88,0,$0.23,
17A001V054,5365001156523NY,SPACER PLATE,U,EA,XB3,2019274,2019283,,6,,0,0,$7.50,
17A001V055,6220000792940SX,PANEL,U,EA,XB3,2019274,2019283,,3,,0,0,$462.66,
17A001V057,5305006192054SX,SCREW NAS623-4-S4,U,EA,XB3,2019274,2019283,,6,,0,0,$13.80,
17A001V061,5930010860025EH,SWITCH 424EN1-6,U,EA,XB3,2019274,2019283,,1,,1,0,$251.64,
17A001V063,3120001561626,"BUSHING,SLEEVE",U,EA,XB3,2020147,2019283,,21,,9,0,$3.00,1
17A001V064,5340005505943SX,CLAMP MS122916,U,EA,XB3,2019277,2019283,,72,,0,0,$0.65,
17A001V069,3120001164199UC,BUSHING 4J13179-119,U,EA,XB3,2020034,2019283,,1,,1,0,$4.32,
17A001V072,5306004582861NY,BOLT 9682M96P03,U,EA,XB3,2020162,2019283,,14,,14,0,$2.61,1
17A001V077,6220008603667SX,INDICA 4L97526-117A,U,EA,XB3,2020183,2019284,,1,,1,0,"$3,220.58",
17A001V078,3120009054676,BUSHING LS3859F8-9,U,EA,XB3,2020084,2019283,,13,,1,0,$2.76,
17A001V085,5305006806390SX,SCREW MACHINE .526,U,EA,XB3,2020062,2019288,,25,,25,0,$0.56,1
17A001W001,1560007263476UC,COVER 4A99023-101A,U,EA,XB3,2019318,2019283,,1,,1,0,"$2,804.95",
17A001W004,3120004918355,BEARING AJ10C103,U,EA,XB3,2020140,2019283,,2,,2,0,$30.61,1
17A001W008,5975009192125EH,CLAMP 1079-471,U,EA,XB3,2019274,2019283,,8,,0,0,$11.92,
17A001W012,5306012564453SX,BOLT NAS1104-28D,U,EA,XB3,2019318,2019283,,1,,1,0,$1.30,1
